S. No.,University Name,College Name,College Type,State Name,District Name
20342,"Mahatma Gandhi University, Kottayam (Id: U-0262)","KMP COLLEGE OF ENGINEERING, CHERUKUNNAM, ASAMANNUR, PERUMBAVOOR (Id: C-48173)",Affiliated College,Kerala,Ernakulam
20343,"Mahatma Gandhi University, Kottayam (Id: U-0262)","KOTTAYAM INSTITUTE OF TECHNOLOGY & SCIENCE, CHENGALAM EAST, ANICKAD (Id: C-48180)",Affiliated College,Kerala,Kottayam
20344,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Kristu Jyoti College of Management and Technology, Kurisummoodu P.O. Chethipuzha, Changanacherry 686 104 (Id: C-11695)",Affiliated College,Kerala,Kottayam
20345,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Kuriakose Elias College, Mannanam, Kottayam-686 561 (Id: C-11620)",Affiliated College,Kerala,Kottayam
20346,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Kuriakose Gregorios College, Pampady, Kottayam 686 502 (Id: C-11557)",Affiliated College,Kerala,Kottayam
20347,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Labour India College of Teacher Education, Marangattupally P.O., Kottayam-686 635 (Id: C-11666)",Affiliated College,Kerala,Kottayam
20348,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Maharaja's College, Ernakulam- 682 011 (Id: C-11697)",Affiliated College,Kerala,Ernakulam
20349,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Malik Deenar Arts & Science College, Adivadu, Pallarimangalam P.O., Pothanicadu (via), Muvattupuzha, Ernakulam 686 671 (Id: C-11654)",Affiliated College,Kerala,Ernakulam
20350,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mangalam College of Education, Vettimukal P 0, Ettumanoor 686 631 (Id: C-11813)",Affiliated College,Kerala,Kottayam
20351,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mangalam College of Engineering, Mangalam Hills, Ettumanoor P.O, Kottayam-686 631 (Id: C-11729)",Affiliated College,Kerala,Kottayam
20352,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mannam Memorial N.S.S College, Konni, Pathanamthitta- 689 691 (Id: C-11646)",Affiliated College,Kerala,Pathanamthitta
20353,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Athanasius College for Advanced Studies, Thiravalla 689 101 (Id: C-11797)",Affiliated College,Kerala,Pathanamthitta
20354,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Athanasius College, Kothamangalam- 686 666 (Id: C-11815)",Affiliated College,Kerala,Ernakulam
20355,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Athanasius College of Egineering, Kothamangalam, Ernakulam -686 666 (Id: C-11596)",Affiliated College,Kerala,Ernakulam
20356,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Augusthinose College, Ramapuram Bazar P.O., Kottayam-686 576 (Id: C-11783)",Affiliated College,Kerala,Kottayam
20357,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Baselios College, Adimaly, Idukki 685 561 (Id: C-11634)",Affiliated College,Kerala,Idukki
20358,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Baselios College of Teacher Education, Kothamangalam College P.O., Ernakulam 686 666 (Id: C-11834)",Affiliated College,Kerala,Ernakulam
20359,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Baselious Institute of Technology and Science, Nellimattom. P.O,Kothamangalam - 686 693 (Id: C-11810)",Affiliated College,Kerala,Ernakulam
20360,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Baselius Christian College of Engineering and Technology, Peerumedu - 685 531 (Id: C-11767)",Affiliated College,Kerala,Idukki
20361,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Elias College, Kottappady, Kothamangalam (Id: C-11829)",Affiliated College,Kerala,Ernakulam
20362,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Gregorios Abdul Jaleel Arts and Science College, North Paravur - 683 513 (Id: C-11672)",Affiliated College,Kerala,Ernakulam
20363,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Marian Academy of Management Studies, Puthuppady, Kothamangalam (Id: C-11562)",Affiliated College,Kerala,Ernakulam
20364,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Marian College, Kuttikanam P.O. Peermade- 685 531 (Id: C-11833)",Affiliated College,Kerala,Idukki
20365,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MARIAN INTERNATIONAL INSTITUTE OF MANAGEMENT, KUTTIKKANAM (Id: C-48179)",Affiliated College,Kerala,Idukki
20366,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Kuriakose Arts & Science College, Koothattukulam, Emakulam-686 662 (Id: C-11837)",Affiliated College,Kerala,Ernakulam
20367,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Severios College of Teacher Education, Chengaroor P.O. Mallapally 689 594 (Id: C-11553)",Affiliated College,Kerala,Pathanamthitta
20368,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MAR SLEEVA COLLEGE OF ARTS & SCIENCE, MURIKKASSERRY (Id: C-48302)",Affiliated College,Kerala,Idukki
20369,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Thoma College For Women, Perumbavoor 683 542 (Id: C-11721)",Affiliated College,Kerala,Ernakulam
20370,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Thoma College, Kuttapuzha P.O. Tiruvalla, Pathanamthitta- 689103 (Id: C-11615)",Affiliated College,Kerala,Pathanamthitta
20371,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Thoma College of Management & Technology (MCMAT), Asramam Campus,Perumbavoor - 683 542 (Id: C-11830)",Affiliated College,Kerala,Ernakulam
20372,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MAR THOMA SCHOOL OF MANAGEMENT STUDIES, EDACHIRA, THENGODE, KAKKANAD (Id: C-48174)",Affiliated College,Kerala,Ernakulam
20373,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mar Thoma Teachers Training College, Edakulam, Ranni - 689 672 (Id: C-11659)",Affiliated College,Kerala,Pathanamthitta
20374,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Matha College of Technology, Manakkappadi, North Paravur- 683 511 (Id: C-11609)",Affiliated College,Kerala,Ernakulam
20375,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M C Varghese College of Arts & Science, Kumaranalloor (Id: C-11643)",Affiliated College,Kerala,Kottayam
20376,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Meridian College of Management (for Women), South Vazhakkulam, Aluva, Ernakulam (Id: C-11698)",Affiliated College,Kerala,Ernakulam
20377,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MES COLLEGE, EDATHALA (Id: C-48344)",Affiliated College,Kerala,Ernakulam
20378,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MES COLLEGE, ERATTUPETTA (Id: C-48343)",Affiliated College,Kerala,Kottayam
20379,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M.E.S College, Erumeli 686 509 (Id: C-11705)",Affiliated College,Kerala,Kottayam
20380,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M.E.S. College for Advanced Studies, Edathala North P.O., Aluva - 683 564 (Id: C-11580)",Affiliated College,Kerala,Ernakulam
20381,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M.E.S College, Kunnukara, Aluva, - 683 524 (Id: C-11621)",Affiliated College,Kerala,Ernakulam
20382,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M. E. S College, Marampally, North Vazhakulam, Aluva- 683 107 (Id: C-11732)",Affiliated College,Kerala,Ernakulam
20383,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M. E. S. College, Nedumkandam, Chembalam P.O., ldukki- 685 553 (Id: C-11600)",Affiliated College,Kerala,Idukki
20384,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MES COLLEGE OF ENGINEERING & TECHNOLOGY, KUNNUKARA (Id: C-48175)",Affiliated College,Kerala,Ernakulam
20385,"Mahatma Gandhi University, Kottayam (Id: U-0262)","M.E.S. Training College, Edathala North P.O., Aluva, Emakulam- 683 564 (Id: C-11821)",Affiliated College,Kerala,Ernakulam
20386,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MOOKAMBIKA TECHNICAL CAMPUS, ETTAPIILLY, MANNATHUR (Id: C-48300)",Affiliated College,Kerala,Ernakulam
20387,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Morning Star Home Science College, Angamali South P.O. 683 573 (Id: C-11780)",Affiliated College,Kerala,Ernakulam
20388,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MOSC College of Nursing, Kolenchery. P.O, Ernakulam, - 682311 (Id: C-11671)",Affiliated College,Kerala,Ernakulam
20389,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MOUNT CARMEL COLLEGE, KARUKADOM, KOTHAMANGALAM (Id: C-48237)",Affiliated College,Kerala,Ernakulam
20390,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mount Carmel College of Teacher Education for Women, Kottayam- 686 004 (Id: C-11774)",Affiliated College,Kerala,Kottayam
20391,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Mount Zion College of Engineering and Technology, Anthiyalankavu P.O. Kadammanitta, Pathanamthitta- 689 649 (Id: C-11726)",Affiliated College,Kerala,Pathanamthitta
20392,"Mahatma Gandhi University, Kottayam (Id: U-0262)","MUSALIAR COLLEGE OF ARTS & SCIENCE, CHEENKALTHADOM, MALAYALAPPUZHA (Id: C-48305)",Affiliated College,Kerala,Pathanamthitta
20393,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Musaliar College of Engineering and Technology, Musaliar College P.O., Kumbazha, Pathanamthitta - 689653 (Id: C-11769)",Affiliated College,Kerala,Pathanamthitta
20394,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nangelil Ayurveda Medical College, Nellikuzhy P.O., Kothamangalam- 686 691 (Id: C-11581)",Affiliated College,Kerala,Ernakulam
20395,"Mahatma Gandhi University, Kottayam (Id: U-0262)","National College for Teacher Education, Iqbal Square, Mepprathupady.Vengola P.O, Perumbavoor, Ernakulam - 683 554 (Id: C-11668)",Affiliated College,Kerala,Ernakulam
20396,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nazareth College of Pharmacy, Othera, Tiruvalla- 689 546 (Id: C-11717)",Affiliated College,Kerala,Pathanamthitta
20397,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Newman College, Thodupuzha East- 685 585 (Id: C-11733)",Affiliated College,Kerala,Idukki
20398,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nirmala Arts & Science College, Nirmala Hills, Mulanthuruthy P.O. Emakulam - 682 314 (Id: C-11667)",Affiliated College,Kerala,Ernakulam
20399,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nirmala College, Muvattupuzha - 686 661 (Id: C-11839)",Affiliated College,Kerala,Ernakulam
20400,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nirmala College of Pharmacy, Muvattupuzha - 686 661 (Id: C-11727)",Affiliated College,Kerala,Ernakulam
20401,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nirmala Sadan Training College For Special Education, Muvattupuzha 686 661 (Id: C-11819)",Affiliated College,Kerala,Ernakulam
20402,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Nirmala Training College, Thalacode P.O., Mulanthuruthy, Ernakulam- 682 314. (Id: C-11598)",Affiliated College,Kerala,Ernakulam
20403,"Mahatma Gandhi University, Kottayam (Id: U-0262)","N.S.S College, Rajakumari, Kulapparachal P.O. 685 619 (Id: C-11688)",Affiliated College,Kerala,Idukki
20404,"Mahatma Gandhi University, Kottayam (Id: U-0262)","N.S.S Hindu College, Changanacherry- 686 102 (Id: C-11765)",Affiliated College,Kerala,Kottayam
20405,"Mahatma Gandhi University, Kottayam (Id: U-0262)","NSS Training College, Perunnai P.O, Changanacherry-686 102 (Id: C-11566)",Affiliated College,Kerala,Kottayam
20406,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Parumala Mar Gregorious College, Valanjavattom, Thiruvalla (Id: C-11627)",Affiliated College,Kerala,Pathanamthitta
20407,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Patriarch Ignatius Zakka -1 Training College, Malecruz, Puthencruz 682 308 (Id: C-11802)",Affiliated College,Kerala,Ernakulam
20408,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Pavanatma College, Murrickacherry - 685 604 (Id: C-11622)",Affiliated College,Kerala,Idukki
20409,"Mahatma Gandhi University, Kottayam (Id: U-0262)","P.G.M. College, Devagiri P.O. Kangazha-686 555 (Id: C-11693)",Affiliated College,Kerala,Kottayam
20410,"Mahatma Gandhi University, Kottayam (Id: U-0262)","PG.Radhakrishnan Memorial S.N.College, Channanikkad, Kottayam-686533 (Id: C-11577)",Affiliated College,Kerala,Kottayam
20411,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Porukara College of Education, Gagultha Monastery Campus, Champakulam East P.O, Alappuzha - 688 505 (Id: C-11673)",Affiliated College,Kerala,Alappuzha
20412,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Presentation College of Applied Sciences, Manancherikunnu ,Puthenvelikara P.O.,Ernakulam-683 594 (Id: C-11552)",Affiliated College,Kerala,Ernakulam
20413,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Rajagiri College of Management & Applied Sdences, Kakkanad, Kochi - 682 039 (Id: C-11584)",Affiliated College,Kerala,Ernakulam
20414,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Rajagiri College of Social Sciences, Kalamassery 683 104 (Id: C-11691)",Affiliated College,Kerala,Ernakulam
20415,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Rajagiri School of Engineering and Technology, Rajagiri Valley P.O, Kakkanad, Kochi- 682 039 (Id: C-11554)",Affiliated College,Kerala,Ernakulam
20416,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Rajiv Gandhi Institute of Technology, Velloor P.O.,Pampady. Kottayam - 689 501 (Id: C-11734)",Affiliated College,Kerala,Kottayam
20417,"Mahatma Gandhi University, Kottayam (Id: U-0262)","RLV College of Music and Fine Arts, Tripunithura (Id: C-11676)",Affiliated College,Kerala,Ernakulam
20418,"Mahatma Gandhi University, Kottayam (Id: U-0262)","R U COLLEGE OF MANAGEMENT & TECHNOLOGY, KUNNUMPURAM (Id: C-48176)",Affiliated College,Kerala,Ernakulam
20419,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Rural Academy for Management Studies, Kuzhupilly, Ayyampilly, Ernakulam-682501 (Id: C-11569)",Affiliated College,Kerala,Ernakulam
20420,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sahodaran Ayyappan Memorial College of Education, Poothotta- 682 307 (Id: C-11748)",Affiliated College,Kerala,Ernakulam
20421,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sahodaran Ayyappan Smaraka SNDP Yogam College, Konni- 689 691 (Id: C-11611)",Affiliated College,Kerala,Pathanamthitta
20422,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Saintgits College of Applied Sciences, Kottukulam Hills, Pathamuttam P.O., Kottayam-686 532 (Id: C-11746)",Affiliated College,Kerala,Kottayam
20423,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Saintgits College of Engineering, Kottukulam Hills, Pathamuttam P.O., Kottayam 686532 (Id: C-11572)",Affiliated College,Kerala,Kottayam
20424,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sankaramangalam Training College, Kaviyoor P.O., Thiruvalla- 689 582 (Id: C-11713)",Affiliated College,Kerala,Pathanamthitta
20425,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Santhigiri College of Computer Sciences, Vazhithala P.O., Thodupuzha 685 583 (Id: C-11716)",Affiliated College,Kerala,Idukki
20426,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.B. College, Changanacherry-686 101 (Id: C-11831)",Affiliated College,Kerala,Kottayam
20427,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.C.M.S. School of Engineering Technology, Vidyanagar, Palisserry, Karukutty P.O., Ernakulam- 683 582 (Id: C-11658)",Affiliated College,Kerala,Ernakulam
20428,"Mahatma Gandhi University, Kottayam (Id: U-0262)","SCMS School of Technology & Management, Muttom, Aluva (Id: C-11633)",Affiliated College,Kerala,Ernakulam
20429,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Seth Ram Bahadur Singh Gujarathi College, Gujarathi Road, Kochi - 682 002 (Id: C-11809)",Affiliated College,Kerala,Ernakulam
20430,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S. H. College, Thevara - 682013 (Id: C-11708)",Affiliated College,Kerala,Ernakulam
20431,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Siena College of Professional Studies, Konnam Road, Perumpadappu, Palluruthy P 0, Cochin- 682 006 (Id: C-11764)",Affiliated College,Kerala,Ernakulam
20432,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.N.D.P. Yogam Training College, Adimali, Idukki -685 561 (Id: C-11752)",Affiliated College,Kerala,Idukki
20433,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sneha Sadan College of Special education, Angamaly, Ernakulam - 683 572 (Id: C-11586)",Affiliated College,Kerala,Ernakulam
20434,"Mahatma Gandhi University, Kottayam (Id: U-0262)",SNGIST ARTS AND SCIENCE COLLEGE (Id: C-48347),Affiliated College,Kerala,Ernakulam
20435,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.N.Gurukulam College of Engineering, Kadayiruppu P.O., Kolencherry, Emakulam -682 311 (Id: C-11685)",Affiliated College,Kerala,Ernakulam
20436,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.N.M College, Maliankrara P.O. Moothakunnam (via) 683 516 (Id: C-11753)",Affiliated College,Kerala,Ernakulam
20437,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.N.M Institute of Management and Technology, Maliankara P.O. Moothakunnam, North Paravur- 683 516 (Id: C-11687)",Affiliated College,Kerala,Ernakulam
20438,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S N M Training College, Moothakunnam, Ernakulam 683 516 (Id: C-11632)",Affiliated College,Kerala,Ernakulam
20439,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Buddha College of Engineering for Women, Ayathil, Elavumthitta P. 0., Pathanamthitta, 689 625 (Id: C-11604)",Affiliated College,Kerala,Pathanamthitta
20440,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana Arts & Science College, Kedamangalam, N.Paravur - 683 513 (Id: C-11670)",Affiliated College,Kerala,Ernakulam
20441,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana Arts & Science College, Kumarakom, Kottayam-686 563 (Id: C-11661)",Affiliated College,Kerala,Kottayam
20442,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana College of Education, Muvattupuzha -686 661 (Id: C-11619)",Affiliated College,Kerala,Ernakulam
20443,"Mahatma Gandhi University, Kottayam (Id: U-0262)","SREE NARAYANA COLLEGE, POOTHOTTA (Id: C-48345)",Affiliated College,Kerala,Ernakulam
20444,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana Guru Institute of Science and Technology, Thekkethazham, Manjali, North Paravur, Ernakulam S.N.Gurukulam CoSree Narayana Guru Institute of Science and Technology, Thekkethazham, Manjali, North Paravur, Ernakulam (Id: C-11603)",Affiliated College,Kerala,Ernakulam
20445,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana Guru Institute of Science and Technology, Thekkethazham, Mannam P.O N.Paravoor Ernakulam 683 520 (Id: C-11585)",Affiliated College,Kerala,Ernakulam
20446,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Narayana Training College, Okkal P.O. Perumbavoor - 683 550 (Id: C-11630)",Affiliated College,Kerala,Ernakulam
20447,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Sankara College, Kalady 683 574 (Id: C-11702)",Affiliated College,Kerala,Ernakulam
20448,"Mahatma Gandhi University, Kottayam (Id: U-0262)","Sree Vidyadhi Raja N S S College, Vazhoor, Theerthapadapuram P.O, Kottayam- 686 505 (Id: C-11694)",Affiliated College,Kerala,Kottayam
20449,"Mahatma Gandhi University, Kottayam (Id: U-0262)","S.S.V. College, Valayanchirangara P.O., Perumbavoor - 683 556 (Id: C-11773)",Affiliated College,Kerala,Ernakulam
20450,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. Alberts College, Banerji Road, Ernakulam 682 018 (Id: C-11660)",Affiliated College,Kerala,Ernakulam
20451,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. Aloysius College, Edathua - 689 573 (Id: C-11755)",Affiliated College,Kerala,Alappuzha
20452,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. Dominic's College, Parathod P.O., Kanjirappally-686 512 (Id: C-11561)",Affiliated College,Kerala,Kottayam
20453,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. George's College, Aruvithura- 686 122 (Id: C-11735)",Affiliated College,Kerala,Kottayam
20454,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. Gregorios College of Social Science Parumala P.O., Thiruvalla, Pathanamthitta 689 626 (Id: C-11618)",Affiliated College,Kerala,Pathanamthitta
20455,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. Johns College, Priyadarshini Hills, Prakkanam P.O., Pathanamthitta 689 643 (Id: C-11793)",Affiliated College,Kerala,Pathanamthitta
20456,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. John the Baptist College of Education, Nedumkunnam, Kottayam 686 542 (Id: C-11624)",Affiliated College,Kerala,Kottayam
20457,"Mahatma Gandhi University, Kottayam (Id: U-0262)","St. John The Baptists' College of Special Education, Nedumkunnam (Id: C-11736)",Affiliated College,Kerala,Kottayam
